52,1,指南茶路親山步道,https://www.google.com/maps/place/?q=place_id:ChIJ-0xCIysAaDQRy2Rr1amSOG0,木柵茶葉古道,44.0
53,1,樟湖步道,https://www.google.com/maps/place/?q=place_id:ChIJD447oM0BaDQRkmAb98p9jdA,樟湖步道,nan
54,8,七星山主、東峰登山步道,https://www.google.com/maps/place/?q=place_id:ChIJkd7yXfitQjQR7Ls2w5AA-nc,七星山苗圃登山口,53.0
55,19,夢幻湖步道,https://www.google.com/maps/place/?q=place_id:ChIJQS0LQhGyQjQR0DwFgFimDmY,七星山,395.0
56,3,絹絲步道(魚路古道南段),https://www.google.com/maps/place/?q=place_id:ChIJjQ3hq3qyQjQR636N-8v6JFg,絹絲瀑布步道,317.0
57,8,竹子湖文學步道,https://www.google.com/maps/place/?q=place_id:ChIJZewvZB6yQjQRsf7X7J0HpbU,頂湖賞花環狀步道,147.0
58,1,海芋環狀步道,https://www.google.com/maps/place/?q=place_id:ChIJszplFPexQjQRbHc4VD6bLXA,北投竹子湖賞花步道 | 海芋環狀步道,72.0
59,1,湖底環狀步道,https://www.google.com/maps/place/?q=place_id:ChIJszplFPexQjQRbHc4VD6bLXA,北投竹子湖賞花步道 | 海芋環狀步道,72.0
60,2,頂湖環狀步道,https://www.google.com/maps/place/?q=place_id:ChIJszplFPexQjQRbHc4VD6bLXA,北投竹子湖賞花步道 | 海芋環狀步道,72.0
61,2,竹子湖環狀步道,https://www.google.com/maps/place/?q=place_id:ChIJZewvZB6yQjQRsf7X7J0HpbU,頂湖賞花環狀步道,147.0
62,1,忠義山親山步道,https://www.google.com/maps/place/?q=place_id:ChIJ_____0-uQjQRCtNdWBRn19k,忠義山步道,307.0
63,2,水車寮步道,https://www.google.com/maps/place/?q=place_id:ChIJjWnOAB2yQjQRZxAlD4nWBX0,水車寮繡球花園,112.0
64,1,中正山親山步道,https://www.google.com/maps/place/?q=place_id:ChIJ6a0b4ECuQjQRcd3zxMzz7rE,112台北市北投區中正山親山步道,nan
65,1,貴子坑親山步道,https://www.google.com/maps/place/?q=place_id:ChIJxVdz0MqvQjQRyqvzwh8poF0,貴子坑親山步道,814.0
66,3,風尾步道,https://www.google.com/maps/place/?q=place_id:ChIJB9rX4Q6uQjQRx8YgdsMy388,十八份拐圳步道,368.0
67,1,十八拐圳步道,https://www.google.com/maps/place/?q=place_id:ChIJB9rX4Q6uQjQRx8YgdsMy388,十八份拐圳步道,368.0
68,1,關渡親山步道,https://www.google.com/maps/place/?q=place_id:ChIJ_____0-uQjQRCtNdWBRn19k,忠義山步道,307.0
69,1,大屯主峰步道,https://www.google.com/maps/place/?q=place_id:ChIJQT7epieuQjQRm3Us6Gm_-xc,大屯主峰連峰步道,201.0
70,1,天母水管路步道(天母古道),https://www.google.com/maps/place/?q=place_id:ChIJP5qfhn6uQjQR3MEGeIhFZDE,天母古道親山步道,2816.0
71,1,擎天崗環形步道,https://www.google.com/maps/place/?q=place_id:ChIJQ1tK1WWyQjQR_9JMbHbYB2E,擎天崗環形步道,657.0
72,3,百拉卡公路人車分道步道,https://www.google.com/maps/place/?q=place_id:ChIJt26f7G6yQjQRIck7x9FJ1PY,冷水坑擎天崗人車分道,158.0
73,2,金包里大路(魚路古道北段),https://www.google.com/maps/place/?q=place_id:ChIJe4TzWGGyQjQRH7RQuIfSD14,金包里大路城門(擎天崗城門),669.0
74,2,軍艦岩、丹鳳山親山步道,https://www.google.com/maps/place/?q=place_id:ChIJqaqj1luuQjQROyPpbyXGiuQ,軍艦岩親山步道,651.0
77,1,南港山攀岩步道,https://www.google.com/maps/place/?q=place_id:ChIJ-_tOIwGrQjQR7MQhdJcn25U,南港山,52.0
78,3,南港山縱走親山步道(拇指山、南港山、象山、九五峰),https://www.google.com/maps/place/?q=place_id:ChIJ-_tOIwGrQjQR7MQhdJcn25U,南港山,52.0
79,1,栳寮古道,https://www.google.com/maps/place/?q=place_id:ChIJSzZhGsxUXTQRbqxgcs1Kkt8,土庫岳更寮古道,107.0
80,1,麗山橋口親山步道,https://www.google.com/maps/place/?q=place_id:ChIJb4VqdxqrQjQRbxdhAurjVww,麗山橋口步道,187.0
81,1,更寮古道(土庫岳),https://www.google.com/maps/place/?q=place_id:ChIJSzZhGsxUXTQRbqxgcs1Kkt8,土庫岳更寮古道,107.0
82,16,牛寮埔登山步道,https://www.google.com/maps/place/?q=place_id:ChIJ6Yat05WlQjQRxP5_AXy9lls,凌雲禪寺,821.0
83,1,楓櫃斗湖步道,https://www.google.com/maps/place/?q=place_id:ChIJ7Ym6Ar2lQjQRc2Vwa3743Wk,楓櫃斗湖登山步道,1185.0
84,1,大坑溪三生步道,https://www.google.com/maps/place/?q=place_id:ChIJu1h0PcG2QjQRnwnL3pBW-tY,三生步道,2239.0
86,1,二子坪步道,https://www.google.com/maps/place/?q=place_id:ChIJfS5VkuuxQjQRCqiNB_k-ohs,新北市二子坪步道,nan
87,6,滿月圓國家森林遊樂區步道群,https://www.google.com/maps/place/?q=place_id:ChIJ0TufnwIQaDQR5G_lFhLKVd8,滿月圓國家森林遊樂區第二停車場,150.0
89,1,鳶山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJMea62uMbaDQRnGwm8ldoEw8,鳶山登山步道,911.0
90,1,白雞山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJJyN_6AYbaDQRHXSmraIVmWA,白雞山登山步道,156.0
91,1,成福山、十八羅漢岩登山步道,https://www.google.com/maps/place/?q=place_id:ChIJ9fLKuSAdaDQR1XRIZ_P-JBQ,成福山登山步道,24.0
93,1,紫微聖母環山步道,https://www.google.com/maps/place/?q=place_id:ChIJywqYcxYbaDQRFJb7UuPRgC0,紫微聖母環山步道,37.0
94,6,土城桐花公園步道,https://www.google.com/maps/place/?q=place_id:ChIJ0YEv-jQDaDQRoIDBUF_b3Sk,石壁寮溪步道,51.0
98,9,太極嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJm4UjJRkDaDQRWteVkbT5wbM,將軍嶺,26.0
104,20,天上山步道,https://www.google.com/maps/place/?q=place_id:ChIJ4SBQ5jcDaDQR_UzxeuiAGrk,Neipo Shan,12.0
105,1,烘爐地登山步道(南勢角山),https://www.google.com/maps/place/?q=place_id:ChIJhznY61kCaDQRkueGP5sq11g,烘爐塞山,480.0
106,1,圓通寺登山步道(南勢角山),https://www.google.com/maps/place/?q=place_id:ChIJAXFfMWACaDQRB7q0FTsITpo,圓通寺步道,205.0
107,1,林梢步道,https://www.google.com/maps/place/?q=place_id:ChIJ6b83Xr6lQjQROIgZINymmD0,林梢步道,329.0
108,9,硬漢嶺步道(觀音山),https://www.google.com/maps/place/?q=place_id:ChIJ92u_psWlQjQRdC4EWGso3JI,觀音山硬漢嶺登山步道販賣部,15.0
110,1,福隆山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVQWmQjQRLXpntzeYxMo,福隆山登山步道,227.0
111,13,牛港稜山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJ0RyECZmlQjQRdijGcliMk3g,觀音山,320.0
113,2,孝子山步道,https://www.google.com/maps/place/?q=place_id:ChIJJZifVrZWXTQRYKD9gEU0CBU,孝子山,71.0
115,3,五分山步道,https://www.google.com/maps/place/?q=place_id:ChIJP3nRvURQXTQRfVuN6sxMGtY,五分山氣象雷達站,291.0
116,1,薯榔尖步道,https://www.google.com/maps/place/?q=place_id:ChIJk89q3alWXTQReeVITdka0Go,薯榔尖登山步道,107.0
117,1,石筍尖步道,https://www.google.com/maps/place/?q=place_id:ChIJk89q3alWXTQReeVITdka0Go,薯榔尖登山步道,107.0
443,1,幼坑古道,https://www.google.com/maps/place/?q=place_id:ChIJQyJcfYBQXTQRaR44_qpM9WE,幼坑步道,11.0
118,20,峰頭尖步道,https://www.google.com/maps/place/?q=place_id:ChIJleN27Gb5ZzQRSD72Dpw2M1c,開眼崙步道,29.0
119,20,東勢格越嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJBSNnkEEFaDQRwbKO_BmCKso,熊空－紅河谷越嶺古道,174.0
121,6,慈母峰、普陀山步道,https://www.google.com/maps/place/?q=place_id:ChIJJ7Pgn7lWXTQRt4VHaSS22ks,臭頭山,38.0
122,2,平湖森林步道(東段),https://www.google.com/maps/place/?q=place_id:ChIJCSiFh4apQjQRBuQ_YPVU8y4,健行筆記,22.0
124,4,青山瀑布步道,https://www.google.com/maps/place/?q=place_id:ChIJnWDQzXW0QjQRbyGGRyEedvQ,尖山湖紀念碑,33.0
125,10,富貴角燈塔步道,https://www.google.com/maps/place/?q=place_id:ChIJxc2o5362QjQRzK4EQVa6840,富基漁港,7040.0
128,20,尖山湖步道,https://www.google.com/maps/place/?q=place_id:ChIJqTB-FZKxQjQRVPCO6NEPB9M,菜公坑山,2.0
129,2,茶山步道,https://www.google.com/maps/place/?q=place_id:ChIJ-eeXTea0QjQRcZRKg8oqYXc,茶山步道停車場,48.0
130,8,千島湖周邊步道,https://www.google.com/maps/place/?q=place_id:ChIJ91x0Btn_ZzQR-Z99NqY4zQg,鱷魚島觀景平台,789.0
133,16,猴山岳登山步道,https://www.google.com/maps/place/?q=place_id:ChIJIU5qHR8AaDQRtZdb9xhNF2A,草湳大榕樹 登山口,352.0
134,1,外按古道,https://www.google.com/maps/place/?q=place_id:ChIJ_____-__ZzQRh5ZaIvdnfGY,淡蘭古道石碇外按古道,652.0
135,1,二格山登山步道(栳寮線),https://www.google.com/maps/place/?q=place_id:ChIJ_____-__ZzQR4KnO34EmpYs,二格山,415.0
136,2,白雲登山步道,https://www.google.com/maps/place/?q=place_id:ChIJY4jeX2ZTXTQRNr4RmCUiRLw,白雲社區,0.0
137,20,五指山古道,https://www.google.com/maps/place/?q=place_id:ChIJD6qy852tQjQRo9qCS0u_GDo,坪頂古圳,557.0
138,1,秀峰瀑布、龍船洞步道,https://www.google.com/maps/place/?q=place_id:ChIJCcuMW7tTXTQRXValPAblEmE,龍船洞,18.0
139,3,大尖山步道,https://www.google.com/maps/place/?q=place_id:ChIJj8Q433tTXTQRdP_7BOffUfw,汐止大尖山,39.0
140,1,新山夢湖登山步道,https://www.google.com/maps/place/?q=place_id:ChIJ-Rkt0K9SXTQR6kT-_g0lT0w,新山夢湖登山步道,707.0
141,8,內溝山、老鷲尖山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJNRyN2TZTXTQRxF8E0lMMo9E,學頭坡山,4.0
143,1,姜子寮絕壁步道,https://www.google.com/maps/place/?q=place_id:ChIJRRBkMgpTXTQR1ZCnh-1_W8U,姜子寮絕壁步道,454.0
145,20,獅公髻尾山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJX9SSyAirQjQR9B9f7PKLqJo,虎山親山步道,1303.0
149,5,九芎根步道,https://www.google.com/maps/place/?q=place_id:ChIJB1L_Q1_-ZzQR7h0Sg_d3ct0,金瓜寮魚蕨步道,771.0
150,1,金瓜寮魚蕨步道,https://www.google.com/maps/place/?q=place_id:ChIJB1L_Q1_-ZzQR7h0Sg_d3ct0,金瓜寮魚蕨步道,771.0
152,1,大尾山登山步道(鬼子瀨尖山),https://www.google.com/maps/place/?q=place_id:ChIJSQET0hT5ZzQRDTWliBIx0Yg,大尾山登山步道,12.0
155,2,礁溪跑馬古道,https://www.google.com/maps/place/?q=place_id:ChIJa4r0bC_6ZzQRDD0CEMjIlwM,跑馬古道露營區,176.0
159,1,太平濱海步道,https://www.google.com/maps/place/?q=place_id:ChIJ0fzqQZqmQjQRKDGABPHHblE,太平濱海步道,584.0
160,3,獅頭山公園步道,https://www.google.com/maps/place/?q=place_id:ChIJxc8Gk1xLXTQRtJOLQSswHdo,獅頭山登山步道,413.0
163,1,拔刀爾山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJyVvnnNMFaDQRJjY8PfQO59Y,拔刀爾山登山步道,1.0
164,1,加九寮步道,https://www.google.com/maps/place/?q=place_id:ChIJWSJ5x5sGaDQRXnB4ICKK3cM,加九寮步道,7.0
165,3,內洞國家森林遊樂區步道群,https://www.google.com/maps/place/?q=place_id:ChIJ5TNxFY8GaDQRlsi6gzZOe6Q,內洞國家森林遊樂區觀瀑步道,1060.0
166,1,哈盆越嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAMAIaDQRG0biENM2UvY,哈盆古道 | 哈盆自然保留區,159.0
167,9,桶后越嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJq3PXbRz9ZzQRGTSMGprIt90,小礁溪山,3.0
168,1,福巴越嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJe-7gvs5saDQRf7PAfEhdzhY,巴福越嶺步道,11.0
169,7,三貂角燈塔步道,https://www.google.com/maps/place/?q=place_id:ChIJTc4Rf4JnXTQRoyWs1A8uWFU,極東點,43.0
170,1,桃源谷步道(內寮線),https://www.google.com/maps/place/?q=place_id:ChIJE56F0klZXTQRfNUMykMQK2c,桃源谷步道內寮線,1457.0
171,1,草嶺古道,https://www.google.com/maps/place/?q=place_id:ChIJyRzLDj1cXTQRwT4BAz2vTIg,草嶺古道,125.0
172,1,嶺頭觀日步道,https://www.google.com/maps/place/?q=place_id:ChIJYRy3UGZbXTQR9MxwGHP_WdA,文秀坑嶺頭觀日步道,25.0
173,2,紅樹林生態步道,https://www.google.com/maps/place/?q=place_id:ChIJ6U01t5KvQjQRqx2HXVNk-BI,紅樹林生態樂園,126.0
174,2,興福寮上向天池步道(出清天宫) ,https://www.google.com/maps/place/?q=place_id:ChIJGQzpui-uQjQRnVMZAls1D6I,新北投清天宮,349.0
179,3,南邦寮古道(Linda Road),https://www.google.com/maps/place/?q=place_id:ChIJ_____-__ZzQR4KnO34EmpYs,二格山,415.0
181,1,大崎嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJx1zz_caqQjQRHGoHjglOcP8,大崎嶺步道,43.0
182,2,炮子崙越嶺親山步道,https://www.google.com/maps/place/?q=place_id:ChIJn1ykHr2qQjQRjIIKOsPa5vw,炮子崙瀑布,251.0
183,1,和美山步道,https://www.google.com/maps/place/?q=place_id:ChIJ8c2CrSkCaDQRA7i8wvpGyXg,和美山步道,640.0
184,12,新店獅頭山(小獅山)步道,https://www.google.com/maps/place/?q=place_id:ChIJXwJeMI8BaDQRvHbFtO9pgjk,小獅山,16.0
185,4,獅仔頭山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJsxARD5IBaDQRF_TnHN57_FM,獅頭山登山步道,310.0
186,1,二叭子植物園步道,https://www.google.com/maps/place/?q=place_id:ChIJz0gEOKMDaDQRJwVqzLkMQkY,二叭子植物園,984.0
188,5,牡丹心步道(青年公園步道),https://www.google.com/maps/place/?q=place_id:ChIJNaDkT46nQjQR7wanx5i0vCQ,新北市新莊區公所牡丹心活動中心,22.0
189,2,燦光寮登山步道,https://www.google.com/maps/place/?q=place_id:ChIJHY-hnNpEXTQRYa0dI_MNp3M,燦光寮山,236.0
190,1,侯硐神社步道,https://www.google.com/maps/place/?q=place_id:ChIJRw6w8LRaXTQRxP_xS0_jpbE,猴硐神社,262.0
191,20,黃金神社步道,https://www.google.com/maps/place/?q=place_id:ChIJQclkWuRaXTQRxFhNldRPCAo,貂山古道,80.0
192,1,南子吝登山步道,https://www.google.com/maps/place/?q=place_id:ChIJr2h47mFEXTQR1f-hVWh_Z4U,南子吝步道,3386.0
193,3,四腳亭砲台登山步道,https://www.google.com/maps/place/?q=place_id:ChIJUy1HqMpRXTQRtMHXb6sO2Ek,新北市四腳亭粗坑口路 滴水山登山步道,36.0
194,4,鼻頭角步道,https://www.google.com/maps/place/?q=place_id:ChIJS1XgUJBDXTQRtz-5vCyDXyE,鼻頭角公園,4368.0
197,1,柴寮古道、中坑古道,https://www.google.com/maps/place/?q=place_id:ChIJxQaTTg1QXTQRpE1TcF1Fk0o,中坑,nan
198,3,粗坑口登山步道,https://www.google.com/maps/place/?q=place_id:ChIJSVQvkar4ZzQRZaofOeJrCno,坪林粗坑口健行步道,71.0
200,1,金字碑(三貂嶺)古道,https://www.google.com/maps/place/?q=place_id:ChIJZ9quPMxaXTQRXoYbqHzREVo,金字碑,203.0
201,9,三貂嶺瀑布群步道,https://www.google.com/maps/place/?q=place_id:ChIJgeh2i3lQXTQRbfVR2dt5jhQ,摩天瀑布,204.0
203,20,瑞泉古道,https://www.google.com/maps/place/?q=place_id:ChIJyV4yVT-zQjQR7I6yvPmySgg,富士坪山,1.0
210,1,三角埔頂山步道,https://www.google.com/maps/place/?q=place_id:ChIJrXK2knwdaDQRJIpQkiE3BCM,三角埔,895.0
212,2,樹林大棟山、青龍嶺、大同山步道,https://www.google.com/maps/place/?q=place_id:ChIJpX-3LwsdaDQRxp6HOw8VL70,青龍嶺,44.0
214,2,逸仙山登山步道(蝙蝠山),https://www.google.com/maps/place/?q=place_id:ChIJR34rG7FbXTQRR-MykOqjEDA,蝙蝠山展望亭,79.0
215,2,北勢溪古道,https://www.google.com/maps/place/?q=place_id:ChIJQ1ALd5RXXTQRtVGHlFsIwf4,淡蘭古道灣潭段（三水潭）,205.0
217,2,虎豹潭步道,https://www.google.com/maps/place/?q=place_id:ChIJB4pBM89ZXTQRqs-cUKORFX4,虎豹潭步道停車場,76.0
218,3,無緣之墓登山步道(貂山古道),https://www.google.com/maps/place/?q=place_id:ChIJWc_dGdZEXTQRzKcelT7xTSQ,無緣之墓,60.0
222,1,打鐵寮古道,https://www.google.com/maps/place/?q=place_id:ChIJ4QJsxKIXaDQRL_NK8E5DRU4,白石山，打鐵寮古道,466.0
223,1,月眉古道,https://www.google.com/maps/place/?q=place_id:ChIJ518wqSMYaDQRG1NczS_ev6A,月眉古道,53.0
224,1,碼頭石板古道,https://www.google.com/maps/place/?q=place_id:ChIJU30meCIYaDQRXCBHnTOi0DY,石板古道,44.0
225,1,蟠龍崎古道,https://www.google.com/maps/place/?q=place_id:ChIJEXu8LhEYaDQRFhsI7JhDHpw,蟠龍崎古道,7.0
226,1,齋明寺古道,https://www.google.com/maps/place/?q=place_id:ChIJufgRKRsYaDQRYR7is1zlTtI,齋明寺古道,1124.0
227,1,御成路古道,https://www.google.com/maps/place/?q=place_id:ChIJJYjAEB0YaDQRgTcF2YSLf9Y,御成路古道,136.0
228,1,東眼山自導式步道,https://www.google.com/maps/place/?q=place_id:ChIJC4lMumkQaDQRArhC-BzQhsw,東眼山國家森林遊樂區自導式步道,228.0
229,5,赫威神木群步道,https://www.google.com/maps/place/?q=place_id:ChIJ8xA1FiYSaDQRa1XX51yAuFo,插天山自然保留區,24.0
230,1,東滿步道,https://www.google.com/maps/place/?q=place_id:ChIJGS1KuE8QaDQRHux37KQC8xM,東滿步道,97.0
231,1,龍潭小粗坑古道,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVTE8aDQRcmiVpDoAx5w,小粗坑古道,444.0
232,20,桃園石門山步道,https://www.google.com/maps/place/?q=place_id:ChIJEQbAPuw9aDQRLIFtJTbpLeI,醬媽媽 石門山步道商店街,4.0
233,3,白沙岬燈塔步道,https://www.google.com/maps/place/?q=place_id:ChIJN0toMIMoaDQRxnQIHYyCXLA,觀音濱海遊憩區,691.0
234,3,十八尖山步道,https://www.google.com/maps/place/?q=place_id:ChIJxcGw-gk2aDQR7f0rO7QtPbk,十八尖山東峰,78.0
239,1,北得拉曼巨木步道,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqloVaDQRksmEuE5FuSc,北得拉曼巨木步道,540.0
239,1,北得拉曼巨木步道,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqloVaDQRksmEuE5FuSc,北得拉曼巨木步道,540.0
246,1,寶山水庫環湖步道,https://www.google.com/maps/place/?q=place_id:ChIJDQwapTpIaDQRTQWjnJCwRT8,寶山水庫環湖步道,1374.0
352,3,赤科山步道,https://www.google.com/maps/place/?q=place_id:ChIJfyeRKgU_aDQR6DNBzg3wpLs,赤柯山瑞峰生態公園,5.0
381,1,林美石磐步道,https://www.google.com/maps/place/?q=place_id:ChIJNdNOwpv7ZzQR6K_ktSipnsY,林美石磐步道,5493.0
382,1,聖母登山步道(抹茶山),https://www.google.com/maps/place/?q=place_id:ChIJ5SRlYO_7ZzQRSTDCPIloAkc,聖母登山步道,2249.0
386,1,螺山自然步道,https://www.google.com/maps/place/?q=place_id:ChIJG5_HEBhlQTQRtoSzCHhQA4M,螺山自然步道,211.0
393,3,富士(坪)古道,https://www.google.com/maps/place/?q=place_id:ChIJUf3iaMayQjQRXUxA2fJ8Sis,鹿堀坪古道,69.0
394,1,大粗坑古道,https://www.google.com/maps/place/?q=place_id:ChIJn_dnTDJFXTQRFU_yn6Fkt6U,大粗坑古道,180.0
395,13,觀音山北橫古道,https://www.google.com/maps/place/?q=place_id:ChIJsZMX6ZWlQjQRNiIsJHduMMU,觀音山硬漢嶺,75.0
397,15,平溪中央尖登山步道,https://www.google.com/maps/place/?q=place_id:ChIJ9QuxALlWXTQRQPXbSnqtaS0,中央尖,6.0
397,15,平溪中央尖登山步道,https://www.google.com/maps/place/?q=place_id:ChIJ9QuxALlWXTQRQPXbSnqtaS0,中央尖,6.0
399,1,基隆山步道,https://www.google.com/maps/place/?q=place_id:ChIJwcBWZj1FXTQRE9KwO5-pfh8,雞籠山登山步道,1696.0
400,1,無耳茶壺山步道,https://www.google.com/maps/place/?q=place_id:ChIJvx-m0eNEXTQRgPXcfrauntM,無耳茶壺山登山步道,2411.0
401,1,桃園虎頭山步道,https://www.google.com/maps/place/?q=place_id:ChIJpWeyD14eaDQRfKFO3bEGa9k,虎頭山公園,12808.0
402,1,槓子寮砲台、槓子寮山步道(龍崗步道),https://www.google.com/maps/place/?q=place_id:ChIJCUNAfKdPXTQRZ_iAhzG0_po,槓子寮砲臺,731.0
403,1,二沙灣砲台步道(海門天險),https://www.google.com/maps/place/?q=place_id:ChIJLZIzRU5OXTQRsEf6jKJKFFc,二沙灣砲臺,431.0
404,7,情人湖、大武崙砲台、大武崙山步道,https://www.google.com/maps/place/?q=place_id:ChIJo2L8Sc1NXTQRTATbNb6po5U,老鷹岩,591.0
405,1,鹿堀坪古道,https://www.google.com/maps/place/?q=place_id:ChIJUf3iaMayQjQRXUxA2fJ8Sis,鹿堀坪古道,69.0
406,1,灣潭古道,https://www.google.com/maps/place/?q=place_id:ChIJQ1ALd5RXXTQRtVGHlFsIwf4,淡蘭古道灣潭段（三水潭）,205.0
407,1,石空古道,https://www.google.com/maps/place/?q=place_id:ChIJsVYK2KX3ZzQRHTwRRUfrx8g,石空古道,81.0
412,9,北插天山登山步道,https://www.google.com/maps/place/?q=place_id:ChIJQXkJkKg9aDQRroQxl2JMErY,東眼山國家森林遊樂區,8818.0
417,1,永安景觀步道,https://www.google.com/maps/place/?q=place_id:ChIJdTM5Csj_ZzQRSCYFXxomULU,永安景觀步道,737.0
418,1,大溝溪溪畔步道,https://www.google.com/maps/place/?q=place_id:ChIJHUCAwe6sQjQRYlhoMGzgGKs,大溝溪溪畔步道,59.0
422,4,雲森瀑布步道,https://www.google.com/maps/place/?q=place_id:ChIJ6Qt4s7kaaDQRIn1JLUkhyXo,滿月圓國家森林遊樂區,5922.0
428,1,陽明山東西大縱走,https://www.google.com/maps/place/?q=place_id:ChIJS8fPJPitQjQRebDDT6PjC1w,陽明山國家公園,22449.0
434,4,永春崗步道,https://www.google.com/maps/place/?q=place_id:ChIJZbFYW6yrQjQRIGUPSTaQuG0,象山,805.0
436,6,圓覺寺步道,https://www.google.com/maps/place/?q=place_id:ChIJO41Xwu6sQjQRX8DLpyPUbNM,大溝溪生態治水園區,3849.0
437,1,虎山溪步道,https://www.google.com/maps/place/?q=place_id:ChIJTYZT5BGrQjQR_oHE-MAZGEY,虎山溪步道,415.0
438,1,象山北星寶宮步道,https://www.google.com/maps/place/?q=place_id:ChIJC-CfnqurQjQR5LFqCVJdJYg,北星寶宮,111.0
439,2,半屏山步道,https://www.google.com/maps/place/?q=place_id:ChIJh6abucJEXTQRvRT9z1dbzlI,半屏山,32.0
440,1,南坪古道,https://www.google.com/maps/place/?q=place_id:ChIJ_2fOzs1AaDQRDcGlocckJqA,312新竹縣橫山鄉南坪古道,nan
442,1,菜公坑古道,https://www.google.com/maps/place/?q=place_id:ChIJfUMZRJGxQjQRIddT7kXY3hg,菜公坑第二登山口,57.0
446,1,拉拉山神木群步道,https://www.google.com/maps/place/?q=place_id:ChIJDZUg8NITaDQR7O8DS7SbXn4,拉拉山神木群步道,2025.0
