id,title,text,loc,hiking_url
35,大崙頭尾山親山步道,"大崙頭山與大崙尾山位於五指山系西伸的主稜上，自東北向西南延伸，大崙尾山海拔451公尺，巨岩羅列、聳立成峰，大崙頭山海拔475公尺，是內湖地區最高的山脈，山頂平台視野廣闊，登高遠望風光極佳，兩山並列，氣勢懾人，成為士林中央社區重要的地標。

大崙尾山因斷層通過、地勢較陡，加上水源區的保護下開發較少，自然生態植物保存完整，自中央社區登山口進入，迎面的是寬闊平坦的碎石路，與路旁的高聳林蔭相襯，一路走來涼爽舒適；山頂設有觀景台，可眺望外雙溪、陽明山一帶景致。

步道往大崙頭山前進，位於山腰處的大崙湖，湖水碧綠、倒映山色；往大崙頭山的碧山路兩旁，秋芒迎風搖曳，涼爽宜人，山區北面有自然步道與萬溪產業道路銜接，步道隱密林中，內雙溪森林自然公園蓊鬱林相始終一路相陪。",台北市士林區,https://hiking.biji.co/index.php?q=trail&act=detail&id=35
36,坪頂古圳步道,"坪頂為士林平等里的舊地名，位於平等里有兩條古圳「坪頂新圳」與「登峰圳」，其中以坪頂為名，兩處古圳都是超過150年的引水設施，肩負灌溉、飲水、運水三種功能，至今仍是平等里居民所仰賴的民生用水來源。步道與水圳並行最後才抵圳道尾端的水渠石洞，其旁讓人目不暇給的水中生態與水域環境，讓山友瞧見圳道處處迷人的風采。

坪頂古圳親山步道海拔約320至480公尺範圍內，也就是士林區平等里，地勢北高南低，有內雙溪與內寮溪流經其間，山地丘陵與溪水孕育出豐富的植物生態景觀，最多的要算是姑婆芋、紅楠、無患子、風藤及竹子等，水中生物則有多樣化的昆蟲與爬蟲類，讓山友在探訪步道的同時，也能感受處處是驚奇的豐富之旅。",臺北市士林區,https://hiking.biji.co/index.php?q=trail&act=detail&id=36
37,台大椰林步道,"椰林大道是台灣大學校園裡的一段道路，由於路徑兩旁遍植大王椰子，因此被命名為「椰林大道」，這條長僅500餘公尺的「大道」，向來是台大的象徴，也是許多莘莘學子嚮往追求的目標。

許多人可能不知道除了大王椰子外，椰林大道也是處小型的植物園，流疏、山茶、山櫻、紫薇等……，隨著台大悠久的校史也在路兩旁蔚為巨木，尤其是每年三月各色千嬌百媚的杜鵑花盡情盛放更是奇觀，吸引了許多遊人前來造訪。春天，來椰林大道訪杜鵑，看日式建築，欣賞滿地的金黃落陽(舊日也有「落霞道」的別稱)，已成為許多人每年例行的走春行程。",臺北市大安區,https://hiking.biji.co/index.php?q=trail&act=detail&id=37
38,福州山步道,"福州山位在北二高台北聯絡道的北邊，是南港山系伸向大安區裡的一隻綠手指。過往這裡曾被用作公墓及彈藥庫，因而人跡罕至，自然環境也因此保持良好。廿一世紀後，山上的公墓被闢建為「福州山公園」，山麓下的彈藥庫則搖身一變為「富陽生態公園」，這兩座用步道串連起的公園，猶如市區邊上的美麗後院，成為附近居民體驗「森呼吸」的重要場所。

除了作為當地居民的「綠肺」，福州山步道最為人稱道的還有三點，一是步道的施做純任自然，全以木棧、碎石施行，走來舒適自然；二是沒有人為的菜圃、工寮、卡拉OK點綴其間，儘量還原它自然的樣態；三是靠近熱鬧的信義商圈，有著鳥瞰台北鬧區的絕佳地利。所有來福州山的健行客，鮮少不驚豔於眼前的自然及展望，如果未曾驚豔，那是因為你未曾走過。",台北市大安區,https://hiking.biji.co/index.php?q=trail&act=detail&id=38
39,中埔山步道,"中埔山位於台北盆地南緣的大安區與文山區交界，是南港山系一個十字交會的中心點，辛亥隧道自中埔山下方穿越而過，周圍山區的稜線和山腰都有步道連結到此，加上鄰近捷運站，交通便利，成為附近居民郊山健走的重要場所。

中埔山又稱為「十五份後山」，由於位於十五份的後方而得名。由於早期曾被劃為公墓及軍事管制區，因而人跡罕至，得以維持著自然原始的生態，從高空鳥瞰，中埔山區是台北盆地南區最青翠蓊鬱的山林，不但是淨化空氣的「綠肺」，而且區內動植物生態豐富，還有螢火蟲的蹤跡。

中埔山東峰的觀景台展望極佳，不但可眺望整個台北盆地，包括地標101大樓，晴朗時甚至可看到遠方的大屯山區及觀音山，風景優美。","台北市大安區,台北市文山區",https://hiking.biji.co/index.php?q=trail&act=detail&id=39
40,劍南山步道,"劍南山位在五指山系向西沿伸的支稜上，它的西北邊是故宮所在的外雙溪一帶，東南山麓則有大直的劍潭古寺座落其間，從東側鞍部緩切過的劍南路，像是串連兩地美好的珠鍊，接引著熱愛健行、慢跑、騎車的朋友徜徉其間，一起體驗美好。

由於劍南山早期曾是軍事管制區及保安林地，因此林相保持良好，自然生態極為豐富，許多早期從事自然觀察的朋友都將此地視為祕而不宣的祕境，直到「劍南蝴蝶步道」開放，這裡豐富的自然生態才逐漸為人所熟知。

另外，伴隨近年攝影風氣的興盛，劍南山頂也成為攝影玩家口耳相傳拍攝台北夜景的聖地，南側山腳下的美麗華、基隆河，遠處的101、新光大樓全盡收眼底。而且因為位在101的北邊上風處，這裡拍到的煙火不會為濃烟所遮蔽，更是拍攝元旦烟火的絕佳所在。",台北市士林區,https://hiking.biji.co/index.php?q=trail&act=detail&id=40
41,金面山親山步道,"金面山為五指山系之西南稜，分金面山與小金面山，這座山地質中的安山砂岩含有石英，因此當太陽照射石遠望山頂閃閃發光，當地人便稱之為金面山。

金面山位於內湖金龍產業道路西邊，因從碧山巖方向看過來，山頂巨石形貌有如鳥嘴般尖銳，因此又名剪刀石山，海拔雖僅258公尺卻獨具高山氣勢，山谷曾是清代時期臺北建城時，所用石材的大石之地，巨岩錯落起伏、崢嶸並立，登上半山腰，有一處清代採石場的石堡瞭望台，如今仍留有開採痕跡，置身山頂可以遠眺內湖大埤及台北街景，視野開闊、景致優美。",台北市內湖區,https://hiking.biji.co/index.php?q=trail&act=detail&id=41
42,碧湖親山步道(新福本坑),"碧湖親山步道位於內湖路三段60巷及大湖街131巷之間，原本規畫作12公尺寬的34號道路，但開闢前的環境評估卻使得決策大翻轉，因為沿線豐富的自然生態，讓市政府及當地地方人士都不忍心加以破壞，於是就有了這條純作步行的「碧湖親山歩道」。

為了呼應當地優美的自然環境，歩道的設計也多採碎石、枕木等自然舖面，即使為了闢建歩道不得不對沿線的樹木有所釿伐，但砍下來的木料也就地取材作為步道扶手，入口牆面的原木切片裝飾，或是福本坑的礦坑支撐。自然施作的歩道，再加上從鯉魚山南麓一路延展下來的自然綠意，讓碧湖歩道成為內湖大湖公園附近，又一條吸引人的自然親山歩道。",台北市內湖區,https://hiking.biji.co/index.php?q=trail&act=detail&id=42
43,康樂山登山步道,"白鷺鷥山、康樂山、明舉山這三座山在大湖公園與老樹的簇擁下，形成三段串連的親山步道，也是內湖區居民經常運動、健身、聚會的地方。

康樂山步道起點位於內湖成功路五段黃石公廟旁，步道上林蔭遮天、涼風習習，是晨運族最常去的山中小徑，步道的最高點也是欣賞大湖公園的最佳據點。途中的橄欖樹、大榕樹無疑都是步道主要的地標，尤其是後者，有樹圍寬4公尺的老榕，枝葉繁盛、綠意盎然，當地人稱其為「榕伯神木」。",台北市內湖區,https://hiking.biji.co/index.php?q=trail&act=detail&id=43
44,忠勇山親山步道,"忠勇山親山步道沿線經過數個著名的寺廟，有碧山巖、金龍寺等。景致優美的圓覺瀑布也在其中，步道居高臨下、眺望台北市街景，視野及景觀極佳。沿著步道緩步上行，會聽到大溝溪淙淙的溪水聲，循著大溝溪木造長廊前行，溪谷與山林襯映，一路走來格外清新舒暢。越往裡走步道林相越顯茂密，綠蔭遮天、小花伴隨，偶而還可聽見五彩羽鳥鳴聲高唱，讓人興奮不已。

忠勇山的最高點有座蔣公銅像，若從金龍寺方向往上走，沿途的石階又多又陡，像是在爬好漢坡一般，是條較不省力的反向路徑。置身忠勇山頂，幾乎可見大半個台北市區景象，這也見證了過去忠勇山曾是內湖舊八景之一。",台北市內湖區,https://hiking.biji.co/index.php?q=trail&act=detail&id=44
45,明舉山步道,"明舉山，又名杮子山，位於內湖大湖公園的東郊，和西鄰的康樂山、白鷺鷥山，共同構成大湖公園東南邊上的綠色「山牆」。這三座高皆百餘公尺的小山間，還有親山步道相連，因此早已成為內湖居民休閒、散步的好地方，往往不需多做準備，午後拿起背包，即可輕鬆上路。

明舉山步道以保有較多原始山林樣貌著稱，雖然已是大眾化的路線了，可是仍維持著原有的泥土小徑，路上樹根、土石錯雜，極富自然野趣，上下坡行踩踏時，腳底也能享有輕柔的觸感。走在明舉山的天然山徑裡，會感受到綠林圍繞、膚觸輕風的自然暢快，再加上山不高、路又不甚遠，很適合剛開始接觸郊山的人行走。

康樂街登山口上的「內溝溪生態展示館」，及途中的「明舉山風化岩壁」，也富自然、地質的教育功能，讓親山之外又多了一分學習的樂趣。",台北市內湖區,https://hiking.biji.co/index.php?q=trail&act=detail&id=45
46,白鷺鷥山親山步道,位於內湖大湖公園內的白鷺鷥山親山步道，山林間仍保存著自然演化的森林風貌，而步道最高點白鷺鷥山海拔僅143公尺，坡道平緩，是相當平易近人的小山頭。步道共有50個轉彎處，因此又被稱為白鷺鷥山50彎步道；白鷺鷥山山頂平台寬闊，沿途綠蔭清幽、林相茂密、蕨類植物多樣，是遠離塵囂的好地方。,台北市內湖區,https://hiking.biji.co/index.php?q=trail&act=detail&id=46
47,指南宮貓空親山步道,"指南宮步道沿途有造型典雅的石燈籠分列步道兩旁，加上從步道入口的牌坊、途中的終南亭等，不難發現步道的興建起於日治昭和年間(1926~1945)，有著濃郁的日式和風建築風格，極為古樸典雅而珍貴。

約1200級的石階，普通民眾若想一氣呵成走完，會是相當大的考驗。幸好步階寬敞，兩旁還有櫻花樹、香楠、大葉楠等天然林夾峙，古木參天，蔭深歩道，環境清幽宜人，路旁也不時有座椅供人歇腳，因此成為登山健行、朝拜禮佛、享受芬多精洗禮的最佳路徑。

接近指南宮的正殿途中，有部分小型商店分置步道左右，也是民眾駐足休憩的好地點。",台北市文山區,https://hiking.biji.co/index.php?q=trail&act=detail&id=47
48,樟樹步道,"樟樹步道前身為貓空地區四通八達的保甲路線之一，近年來搖身一變成為當地最具特色也最熱門的登山步道。

顧及當地農產運輸及民眾登山健行的需要，樟樹歩道因此規畫成平緩型的步道，極適合各年齡層休憩、賞景、共遊。沿途以營造古樸的農村風情為主題，如相思炭窯、豬舍、牛車、茶園、埤塘、穀倉、土角厝、茶園、菜園等羅列其中，蘊含當地人文歷史，且隨著季節、花卉、作物的收成，步道呈現出多元豐富的面貌，值得民眾前來品味體驗。",台北市文山區,https://hiking.biji.co/index.php?q=trail&act=detail&id=48
49,仙跡岩步道,仙跡岩雖為一座小山，但視野極好，山頂擁有一顆和台北市第一高峰七星山一樣的一等衛星控制點，可清楚遠眺台北盆地。從登山口拾級而上，沿途濃蔭密布，在不同時節來此，可觀賞到不同顏色的繽紛花朵綻放；除了景色優美外，仙跡岩的傳說也頗耐人尋味，在山頂附近的岩石上有如一雙腳印的凹洞傳說為呂洞賓所留，這也使仙跡岩更增添奇幻色彩。,台北市文山區,https://hiking.biji.co/index.php?q=trail&act=detail&id=49
50,銀河洞越嶺登山步道,"幾乎所有人都是由木柵前往貓空，但有一條古道卻顛覆了這經驗，它從新店直上貓空，甚至在地圖上都不容易找出它來，它就是「銀河洞越嶺登山道路」，近幾年在政府的整理下，這條曾經的祕境古道，現在正逐漸蛻變成熱門的登山步道。

歩道的得名，在於途中會經過一處由山壁內凹所形成天然山洞「銀河洞」，以及洞外的一處飛瀑「銀河洞瀑布」，這兩處地方都已經前人近百年的經營，苔痕歷歷甚具古意，可說是「別有洞天」。健行至行，除了可感受「銀河洞」的盎然古意，也可親歷山徑上豐富的自然生態，是條兼具自然及人文氣息的越嶺步道。",新北市新店區,https://hiking.biji.co/index.php?q=trail&act=detail&id=50
51,筆架山越嶺登山步道,"筆架山位於新北市深坑區與石碇區的交界處，為一處呈鋸齒狀的連峰岩壁，其最高峰為並立的兩座山頭，因遠看就像是插著筆的筆架，因而被稱為筆架山，無基點。

筆架山上的連峰多數為坡度陡峭的瘦稜，縱走筆架山有時要鑽林，有時要爬岩，有時更要跨上稜刃，其上下盤迴的形勢，相當刺激。一般山友攀登筆架山多半與二格山一起連稜縱走，甚至越過炙子頭山自石碇昇高路方向下山。","台北市文山區,新北市深坑區,新北市石碇區",https://hiking.biji.co/index.php?q=trail&act=detail&id=51
52,指南茶路親山步道,指南茶路親山步道由樟山寺步道（飛龍步道）、樟湖步道及三玄宮步道共同構成，這條貫穿木柵山區茶園的舊路行經茶園、農舍、竹林，沿途皆設立小巧的解說牌。介紹當地茶區的過往歷史、步道緣起、茶種介紹、製茶方法等，讓民眾在享受戶外休閒健行活動之餘，還能增長見聞，是適合親子同遊的登山路線。,"台北市文山區,新北市新店區",https://hiking.biji.co/index.php?q=trail&act=detail&id=52
53,樟湖步道,"樟湖步道位在貓空樟湖地區的南側，從文山、新店交界的稜線上走過，路徑平緩好走，兩旁林蔭深密，有時又能見到茶樹青青的鐵觀音茶園，路途兼具人文與自然之美，因此成為貓空著名的休閒步道。

樟湖步道早年為當地的聯外保甲道路，因此路徑四通八達。往北可接「指南茶路」前往指南國小，或是走「樟山寺步道」往政大後山，往南可接「銀河洞越嶺步道」往新店，步道中途又有叉路接「待老坑山」、「鵝角格山」、「優人神鼓」。近年來台北市政府又在附近規劃了一條和它平行且同樣平緩的「樟樹步道」，希望和樟湖連成環狀的親子步道。兩條步道一以「農家生活」、一以「音律廊道」做特色，連走格外地輕鬆有趣。","台北市文山區,新北市新店區",https://hiking.biji.co/index.php?q=trail&act=detail&id=53
54,七星山主峰、東峰步道,"七星山主峰高1120公尺，是台北市的最高峰。在台北市區朝北邊往上望，經常也可以望見它獨立偉岸的山影，因火山劇烈活動噴出大量岩漿，冷卻凝固後於火山口形成7個大小不一的活成炎山頭而得名，猶如北斗「七星」般聳立在台北上頭，山也因此得名。

由於受冬季東北季風影響，山南山北呈現全然不同的自然景觀。山北受強風吹拂，植物生長不易，白背芒與包籜矢竹成為優勢植物，每年秋季芒花開花時，甚是壯觀；山南則因有山頭遮去烈風，因此呈現典型的亞熱帶林相，林下豐富的多樣性生物，和山北截然不同。而七星山主、東峰步道貫穿山南北，走過步道，正好可以體驗兩種不同的生態景觀。

七星山還是天然的地質教室，小油坑、大油坑、夢幻湖、冷水坑，都是認識火山地形的絕佳處所。還有七星主峰上的展望，可以360度的全覽北市、北海岸等地，「登七星而小台北」，登臨的快意也使七星山備受山客喜愛。",臺北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=54
55,夢幻湖步道,"夢幻湖步道位於陽明山國家公園的七星山東南山麓，為串連七星公園、夢幻湖與冷水坑之步道。此地受東北季風及地形影響，長年雲霧繚繞，景緻如夢似幻，因而得名。湖中生長著一種極為稀有、已瀕臨絕種的水生蕨類-台灣水韭，所以夢幻湖被列為生態保護區。

冷水坑-夢幻湖步道視野遼闊，附近的竹子山、七股山、大尖山、大尖後山、磺嘴山、竹篙山、石梯嶺與擎天岡大草原就呈現在眼前，還能近距離觀賞七星山東峰雄偉的山容。可選擇和七星公園、七星山主東峰、擎天崗、涓絲瀑布或小油坑等景點串連起來一起走，各景點多有休閒公車或小巴接駁，是一條既能輕鬆賞湖觀景、又能挑戰攻頂的路線。",臺北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=55
56,絹絲瀑布步道,"絹絲瀑布步道為早期金包里大路南段、連通擎天崗與士林地區的通道。本步道以菁山路101巷絹絲瀑布步道口為起點，至擎天崗遊客服務站止。絹絲步道菁山小鎮至絹絲瀑布段林相鬱蔽，平緩寬闊，沿線經外雙溪上游，且與「山豬湖」水圳平行，清涼舒適，水氣相當豐富。後段接往擎天崗草原，開闊無比，登高望遠十分舒坦。

步道中之絹絲瀑布是內雙溪上源的一條支流，瀑布落差約20公尺，水量雖不大，但雪白如絹絲十分秀氣；瀑布下方石頭因水質中富含鐵質而成深紅色，頗具特色。",臺北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=56
57,竹子湖文學步道,"從公車站牌橋頭花架平台處對面，朝西南望去，看似不起眼的梯田山面，隱藏著「又一村」的驚喜！

橋頭邊沿階梯而下，地勢較低、潺潺水聲格外悅耳，在刻石「山之約」、「活在農」、「游於藝」及三座拱橋沿溪引導下，文學步道的清幽意境頓時隔絕海芋大道的紛嚷，好似進入桃花源般，眼前「發現」二字讓遊客會過意來。一桌一椅一株櫻的小山丘，約莫6、7公尺高，卻已讓人有登高望遠之驚嘆！短短的聽潺觀瀑沿溪行，換來洗滌的心情。",台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=57
58,海芋環狀步道,"從海芋大道苗榜海芋園旁的溪畔進入，沿溪穿梭花圃阡陌間，溪溝整治生態工程精華盡在此。傳統農家留下來的水車、地主捐地配合施工，成就了生態池、圓弧戲水區，深具文學況味的步道與花架，溪畔雅致籬笆後花圃主人辛苦照護的花景一覽無遺。

不時傳來的溪水聲，適時出現的「春來芽」、「夏吻霧」、「秋迷楓」、「冬不眠」等詩情塊石，花叢阡陌賞溪，格外能感受溪畔的浪漫與優雅。",台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=58
59,湖底環狀步道,"這是一條要登高的坡徑，在文學步道聽潺觀瀑玩石之後，在第二座拱橋、「游於藝」刻石旁，右上階梯進入山坡海芋田，呈現眼前的是一大片梯田，這是竹子湖地區目前保留最為完整的梯田景致，遠望土地公廟不時有香客前來。

沿著山丘而上，順下山谷駐足溪邊平台，溪水澈澈在谷間迴響，聽來顯得格外孤寂；15分鐘的坡徑，腳有點痠，但心曠神怡。",台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=59
60,頂湖環狀步道,"頂湖地形狀似一小盆地，自冠宸餐飲店前小橋跨溪，沿溪畔穿越大片海芋園，與產業道路連接，走回起點正好順時鐘方向遊一圈。全程地勢平緩好走，老少皆宜。

一圈走下來，既穿越海芋園，又可一覽四周山景，小油坑壯闊的景緻、低飛的白鷺鷥、道路兩旁的小梯田，盡收眼底。反向而行先觀山景再進海芋田，也有不同趣味。海芋季期間賞花採摘皆宜，非花季時儉樸農景也心曠神怡。沿溪步道與道路銜接處，有多家海芋園，還有兩座當年蓬萊米包裝場舊址，及一座小廣場，可稍作休歇。",台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=60
61,竹子湖環狀步道,竹子湖地區包括頂湖、東湖、水尾和海芋商家集中的下湖，由環山道路串連起來，狀似布袋，假日或海芋季期間，車輛只能順時鐘方向單向行駛，一路可以享受芬多精及海芋之美。愛登山步行的遊客，過湖田橋後，右轉走東湖到水尾，再左下海芋大道。慢行一圈大約要1個鐘頭，不妨放鬆心情，走走停停，串連前幾條步道，享受一個健康、有氣氛的一日遊。,台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=61
62,忠義山親山步道,"忠義山又叫小八里分山，石階攀登、林蔭密布是其最大特色，慢步攀登、享受林間涼爽，是極佳的有氧運動場地。

位於台北藝術大學後山的忠義山親山步道，沿途林木密集，路徑遮陽率在百分之九十以上，是一條原始幽靜的步道，對怕晒的山友來說，這裡是上上之選的路徑；只不過沿途多處石階，尤其是登頂前盡是上坡石階，須不錯的腳力和體力才能勝任，呼吸的節奏更應適時調整，否則會走得氣喘吁吁、上氣接不到下氣。

拾級而上，沿路常見高大的樹木，松林、刺竹等茂盛樹林擋住了大半刺目的陽光，此起彼落的蟲鳴鳥叫生氣蓬勃，像是用高亢聲調歡迎來訪的客人。途中瞥見北投市景，登上山頂視野更好，可遠望觀音山和淡水河。聽說在忠義山看觀音山，山形最美，可得把握好好瞧一瞧。",台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=62
63,水車寮步道,步道位於竹子湖地區，由北投區湖田國小停車場旁進入步道，循著海芋及農耕的田埂前進，相伴的溪流潺潺，映入眼簾的將是悠閒的田園風光；每年三月海芋優雅的挺立在田水之間，水車寮步道沿線隨時都能捕捉到海芋最動人的姿態。,台北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=63
64,中正山步道,"中正山原名彌陀山，也叫十八份山或大竿林山，早期為紀念先總統蔣中正先生於是在南坡山麓列植林木並修剪形成「中正」二大字，而改名為中正山；中正山的登山口有7處之多，這是由其串連出來的步道特多，大都呈放射狀，山頭獨立，廣角視野稱得上一流，十分特別，位於前往十八份登山口圖中的木炭窯，更是陽明山地區極具歷史意義與價值的重要遺跡。

這條親山步道自登山路起登，幾乎是陡坡石階直上山頂，山友行前須作好體力與腳力的準備，尤其心肺功能須在這條步道行進間，充分發揮其功用。儘管上坡路段耗費體力，但是一路上登可以欣賞北投街區及基隆河全貌景象，讓這條步道還真吸引不少山友前往。

尤其抵達山頂觀景樓，視野總讓人驚奇連連，平日不易見到的七星山、紗帽山「近覽」，山際稜線層層分明，難得一見、煞是好看。",臺北市北投區,https://hiking.biji.co/index.php?q=trail&act=detail&id=64
